Subjects,activity,V1
14,WALKING,0.33718876
14,WALKING,0.33394837
14,WALKING,0.28989119
14,WALKING,0.25673996
14,WALKING,0.23544122
14,WALKING,0.24653815
14,WALKING,0.27632114
14,WALKING,0.27934767
14,WALKING,0.28225496
14,WALKING_DOWNSTAIRS,0.4648706
14,WALKING_DOWNSTAIRS,0.380819
14,WALKING_DOWNSTAIRS,0.17218004
14,WALKING_DOWNSTAIRS,0.19945312
14,WALKING_DOWNSTAIRS,0.35280173
14,WALKING_DOWNSTAIRS,0.26905657
14,WALKING_DOWNSTAIRS,0.1944208
14,WALKING_DOWNSTAIRS,0.28130712
14,WALKING_DOWNSTAIRS,0.3699402
14,WALKING_DOWNSTAIRS,0.40928654
14,WALKING_DOWNSTAIRS,0.20586353
14,WALKING_DOWNSTAIRS,0.11628627
14,WALKING_DOWNSTAIRS,0.22167045
14,WALKING_DOWNSTAIRS,0.47016308
14,WALKING_DOWNSTAIRS,0.40042489
14,WALKING_DOWNSTAIRS,0.17034926
14,WALKING_DOWNSTAIRS,0.34632771
14,WALKING_DOWNSTAIRS,0.32480956
14,WALKING_DOWNSTAIRS,0.35971718
14,WALKING_DOWNSTAIRS,0.28028135
14,WALKING_DOWNSTAIRS,0.22662672
14,WALKING_DOWNSTAIRS,0.34669426
14,WALKING_DOWNSTAIRS,0.23489885
14,WALKING_DOWNSTAIRS,0.28955043
14,WALKING_UPSTAIRS,0.10900062
14,WALKING_UPSTAIRS,0.14274211
14,WALKING_UPSTAIRS,0.17329742
14,WALKING_UPSTAIRS,0.3131046
14,WALKING_UPSTAIRS,0.34156198
14,WALKING_UPSTAIRS,0.32314898
14,WALKING_UPSTAIRS,0.35088405
14,WALKING_UPSTAIRS,0.2739041
14,WALKING_UPSTAIRS,0.30844153
14,WALKING_UPSTAIRS,0.1195509
14,WALKING_UPSTAIRS,0.22830192
14,WALKING_UPSTAIRS,0.36308091
14,WALKING_UPSTAIRS,0.34876653
14,WALKING_UPSTAIRS,0.27528078
14,WALKING_UPSTAIRS,0.25279165
14,WALKING_UPSTAIRS,0.34527527
14,WALKING_UPSTAIRS,0.22495897
14,WALKING_UPSTAIRS,0.22555487
14,WALKING_UPSTAIRS,0.15415589
14,WALKING_UPSTAIRS,0.31605705
14,WALKING_UPSTAIRS,0.40769588
14,WALKING_UPSTAIRS,0.2866066
14,WALKING_UPSTAIRS,0.19981607
14,WALKING_UPSTAIRS,0.21495126
14,WALKING_UPSTAIRS,0.22343574
14,WALKING_UPSTAIRS,0.28195989
14,WALKING_UPSTAIRS,0.29308918
14,STANDING,0.21802432
14,STANDING,0.26136131
14,STANDING,0.32268446
14,STANDING,0.28164596
14,STANDING,0.27494189
14,STANDING,0.28775672
14,STANDING,0.28012993
14,STANDING,0.26847593
14,STANDING,0.27852488
14,STANDING,0.29154459
14,STANDING,0.26878973
14,STANDING,0.27327656
14,STANDING,0.28791717
14,STANDING,0.2717213
14,STANDING,0.27247381
14,STANDING,0.39064755
14,STANDING,0.24591987
14,STANDING,0.31399785
14,STANDING,0.31605285
14,STANDING,0.26554984
14,STANDING,0.26854972
14,STANDING,0.30276904
14,STANDING,0.28471054
14,STANDING,0.26501926
14,STANDING,0.26908585
14,STANDING,0.28175629
14,STANDING,0.29008539
14,STANDING,0.26897481
14,STANDING,0.26616299
14,STANDING,0.28219146
14,SITTING,0.43116444
14,SITTING,0.21268136
14,SITTING,0.28721037
14,SITTING,0.28129548
14,SITTING,0.27599733
14,SITTING,0.27548608
14,SITTING,0.27505486
14,SITTING,0.27742101
14,SITTING,0.27759491
14,SITTING,0.27754269
14,SITTING,0.27508015
14,SITTING,0.27215729
14,SITTING,0.27631676
14,SITTING,0.27976041
14,SITTING,0.21905859
14,SITTING,0.25098921
14,SITTING,0.24983075
14,SITTING,0.3104943
14,SITTING,0.29731908
14,SITTING,0.29025838
14,SITTING,0.28504224
14,SITTING,0.32085664
14,SITTING,0.30536241
14,SITTING,0.27525203
14,SITTING,0.28591453
14,SITTING,0.27777376
14,SITTING,0.27637091
14,SITTING,0.2826212
14,LAYING,-0.87239538
14,LAYING,0.38002077
14,LAYING,0.32668024
14,LAYING,0.29049636
14,LAYING,0.30620315
14,LAYING,0.27964128
14,LAYING,0.2839989
14,LAYING,0.30671933
14,LAYING,0.26603638
14,LAYING,0.23320486
14,LAYING,0.27372716
14,LAYING,-1
14,LAYING,0.32860871
14,LAYING,0.33098894
14,LAYING,0.3018573
14,LAYING,0.32020043
14,LAYING,0.32196552
14,LAYING,0.29170087
14,LAYING,0.24433569
14,LAYING,0.25761226
14,LAYING,0.2750012
14,LAYING,0.29952686
14,LAYING,0.26416854
14,LAYING,0.23558483
14,LAYING,0.2866935
14,LAYING,0.31764294
14,WALKING,0.22364703
14,WALKING,0.20438609
14,WALKING,0.2751787
14,WALKING,0.35535615
14,WALKING,0.3087853
14,WALKING,0.26420741
14,WALKING,0.24586555
14,WALKING,0.25646164
14,WALKING,0.2535522
14,WALKING,0.31758001
14,WALKING,0.34669873
14,WALKING,0.27103712
14,WALKING,0.26286556
14,WALKING,0.2643551
14,WALKING,0.26921389
14,WALKING,0.23889834
14,WALKING,0.21525546
14,WALKING,0.18136709
14,WALKING,0.20790723
14,WALKING,0.30973203
14,WALKING,0.3854361
14,WALKING,0.32563204
14,WALKING,0.28070202
14,WALKING,0.22057783
14,WALKING,0.19528723
14,WALKING,0.288133
14,WALKING,0.39809058
14,WALKING,0.31795322
14,WALKING,0.23294893
14,WALKING_DOWNSTAIRS,0.3733024
14,WALKING_DOWNSTAIRS,0.25027328
14,WALKING_DOWNSTAIRS,0.26719101
14,WALKING_DOWNSTAIRS,0.32855831
14,WALKING_DOWNSTAIRS,0.26833708
14,WALKING_DOWNSTAIRS,0.27084308
14,WALKING_DOWNSTAIRS,0.2852345
14,WALKING_DOWNSTAIRS,0.40596424
14,WALKING_DOWNSTAIRS,0.26092893
14,WALKING_DOWNSTAIRS,0.15191489
14,WALKING_DOWNSTAIRS,0.2939157
14,WALKING_DOWNSTAIRS,0.30796616
14,WALKING_DOWNSTAIRS,0.30434877
14,WALKING_DOWNSTAIRS,0.27672305
14,WALKING_DOWNSTAIRS,0.34943569
14,WALKING_DOWNSTAIRS,0.32138425
14,WALKING_DOWNSTAIRS,0.28367153
14,WALKING_DOWNSTAIRS,0.2795357
14,WALKING_DOWNSTAIRS,0.24445261
14,WALKING_DOWNSTAIRS,0.30606613
14,WALKING_DOWNSTAIRS,0.28614863
14,WALKING_UPSTAIRS,0.047926064
14,WALKING_UPSTAIRS,0.22694147
14,WALKING_UPSTAIRS,0.44632964
14,WALKING_UPSTAIRS,0.34325655
14,WALKING_UPSTAIRS,0.24042897
14,WALKING_UPSTAIRS,0.26507718
14,WALKING_UPSTAIRS,0.22612105
14,WALKING_UPSTAIRS,0.15389471
14,WALKING_UPSTAIRS,0.2945636
14,WALKING_UPSTAIRS,0.21492501
14,WALKING_UPSTAIRS,0.27875389
14,WALKING_UPSTAIRS,0.33201286
14,WALKING_UPSTAIRS,0.27914255
14,WALKING_UPSTAIRS,0.26267934
14,WALKING_UPSTAIRS,0.15539158
14,WALKING_UPSTAIRS,0.064073197
14,WALKING_UPSTAIRS,0.17665828
14,WALKING_UPSTAIRS,0.46358849
14,WALKING_UPSTAIRS,0.46004
14,WALKING_UPSTAIRS,0.17706121
14,WALKING_UPSTAIRS,0.33839018
14,WALKING_UPSTAIRS,0.35887315
14,WALKING_UPSTAIRS,0.32797104
14,WALKING_UPSTAIRS,0.21929385
14,WALKING_UPSTAIRS,0.2144351
14,WALKING_UPSTAIRS,0.25599227
14,WALKING_UPSTAIRS,0.24950159
15,STANDING,0.28384366
15,STANDING,0.28699486
15,STANDING,0.27630714
15,STANDING,0.27921587
15,STANDING,0.27707234
15,STANDING,0.27573002
15,STANDING,0.27743978
15,STANDING,0.27894142
15,STANDING,0.27938938
15,STANDING,0.27675384
15,STANDING,0.276973
15,STANDING,0.28044614
15,STANDING,0.27604096
15,STANDING,0.34963844
15,STANDING,0.27023661
15,STANDING,0.27637002
15,STANDING,0.27621012
15,STANDING,0.27215386
15,STANDING,0.26787055
15,STANDING,0.28006618
15,STANDING,0.29104315
15,STANDING,0.27744413
15,STANDING,0.27104657
15,STANDING,0.27842291
15,STANDING,0.2796143
15,STANDING,0.27747832
15,STANDING,0.27885819
15,SITTING,0.090218788
15,SITTING,0.28425617
15,SITTING,0.28150347
15,SITTING,0.27177692
15,SITTING,0.2754869
15,SITTING,0.27864645
15,SITTING,0.27729272
15,SITTING,0.27240003
15,SITTING,0.27665902
15,SITTING,0.28135157
15,SITTING,0.29394827
15,SITTING,0.29209328
15,SITTING,0.28854029
15,SITTING,0.29525129
15,SITTING,0.26977036
15,SITTING,0.28052734
15,SITTING,0.27717557
15,SITTING,0.27543797
15,SITTING,0.27792509
15,SITTING,0.2753485
15,SITTING,0.27703983
15,SITTING,0.27882271
15,SITTING,0.27851437
15,SITTING,0.2795815
15,SITTING,0.27875528
15,SITTING,0.27730623
15,SITTING,0.27579477
15,LAYING,0.37735406
15,LAYING,0.38306521
15,LAYING,0.25244419
15,LAYING,0.27616437
15,LAYING,0.2826329
15,LAYING,0.27959801
15,LAYING,0.27101713
15,LAYING,0.26008257
15,LAYING,0.26492976
15,LAYING,0.27280849
15,LAYING,0.27343895
15,LAYING,0.27808522
15,LAYING,0.27716066
15,LAYING,0.3530998
15,LAYING,0.39539036
15,LAYING,0.40448792
15,LAYING,0.41521816
15,LAYING,0.28891585
15,LAYING,0.26021642
15,LAYING,0.2775937
15,LAYING,0.27900099
15,LAYING,0.24130118
15,LAYING,0.22878368
15,LAYING,0.26637773
15,LAYING,0.27583287
15,LAYING,0.2638124
15,LAYING,0.27272592
15,LAYING,0.30059188
15,LAYING,0.28563595
15,LAYING,0.26575678
15,LAYING,0.2690589
15,LAYING,0.26718561
15,LAYING,0.27421619
15,LAYING,0.28595606
15,WALKING,0.30616139
15,WALKING,0.34969484
15,WALKING,0.27631226
15,WALKING,0.17469853
15,WALKING,0.32148126
15,WALKING,0.33722006
15,WALKING,0.22410364
15,WALKING,0.21866749
15,WALKING,0.28265025
15,WALKING,0.31045271
15,WALKING,0.3508684
15,WALKING,0.27306909
15,WALKING,0.19477156
15,WALKING,0.27921058
15,WALKING,0.2080392
15,WALKING,0.26670311
15,WALKING,0.33946825
15,WALKING,0.33891649
15,WALKING,0.2413646
15,WALKING,0.19728785
15,WALKING,0.23447502
15,WALKING,0.3275746
15,WALKING,0.35267171
15,WALKING,0.29988381
15,WALKING,0.21966232
15,WALKING,0.20865609
15,WALKING,0.28464081
15,WALKING,0.30632257
15,WALKING_DOWNSTAIRS,0.27665913
15,WALKING_DOWNSTAIRS,0.20472916
15,WALKING_DOWNSTAIRS,0.25161832
15,WALKING_DOWNSTAIRS,0.43810262
15,WALKING_DOWNSTAIRS,0.35069435
15,WALKING_DOWNSTAIRS,0.10974712
15,WALKING_DOWNSTAIRS,0.10035411
15,WALKING_DOWNSTAIRS,0.36126798
15,WALKING_DOWNSTAIRS,0.15789429
15,WALKING_DOWNSTAIRS,0.37977405
15,WALKING_DOWNSTAIRS,0.28939527
15,WALKING_DOWNSTAIRS,0.1775628
15,WALKING_DOWNSTAIRS,0.34306957
15,WALKING_DOWNSTAIRS,0.17985359
15,WALKING_DOWNSTAIRS,0.4676788
15,WALKING_DOWNSTAIRS,0.3800449
15,WALKING_DOWNSTAIRS,0.1549789
15,WALKING_DOWNSTAIRS,0.31220263
15,WALKING_DOWNSTAIRS,0.24156296
15,WALKING_DOWNSTAIRS,0.25242349
15,WALKING_DOWNSTAIRS,0.34923524
15,WALKING_UPSTAIRS,0.280897
15,WALKING_UPSTAIRS,0.36270552
15,WALKING_UPSTAIRS,0.31939862
15,WALKING_UPSTAIRS,0.14381651
15,WALKING_UPSTAIRS,0.13332561
15,WALKING_UPSTAIRS,0.32414948
15,WALKING_UPSTAIRS,0.40179747
15,WALKING_UPSTAIRS,0.32219418
15,WALKING_UPSTAIRS,0.28146389
15,WALKING_UPSTAIRS,0.37570148
15,WALKING_UPSTAIRS,0.28886047
15,WALKING_UPSTAIRS,0.12240534
15,WALKING_UPSTAIRS,0.17002478
15,WALKING_UPSTAIRS,0.37564416
15,WALKING_UPSTAIRS,0.3683726
15,WALKING_UPSTAIRS,0.19099079
15,WALKING_UPSTAIRS,0.29316415
15,WALKING_UPSTAIRS,0.34501718
15,WALKING_UPSTAIRS,0.25927691
15,WALKING_UPSTAIRS,0.24031625
15,WALKING_UPSTAIRS,0.16391074
15,WALKING_UPSTAIRS,0.33340718
15,WALKING_UPSTAIRS,0.30583068
15,WALKING_UPSTAIRS,0.15615571
15,STANDING,0.25801452
15,STANDING,0.29085558
15,STANDING,0.27075287
15,STANDING,0.27557228
15,STANDING,0.28122147
15,STANDING,0.27728965
15,STANDING,0.2752805
15,STANDING,0.27752285
15,STANDING,0.27923502
15,STANDING,0.27780474
15,STANDING,0.27685163
15,STANDING,0.27552172
15,STANDING,0.27650887
15,STANDING,0.27863912
15,STANDING,0.27981178
15,STANDING,0.30689881
15,STANDING,0.25819936
15,STANDING,0.27609198
15,STANDING,0.285449
15,STANDING,0.27710451
15,STANDING,0.27525603
15,STANDING,0.27567855
15,STANDING,0.27294612
15,STANDING,0.27739418
15,STANDING,0.27787396
15,STANDING,0.27716075
15,SITTING,0.18906578
15,SITTING,0.26920787
15,SITTING,0.27449195
15,SITTING,0.27111132
15,SITTING,0.28011933
15,SITTING,0.27029958
15,SITTING,0.26131121
15,SITTING,0.28462925
15,SITTING,0.28412195
15,SITTING,0.27429528
15,SITTING,0.27631815
15,SITTING,0.2783322
15,SITTING,0.28141168
15,SITTING,0.27668007
15,SITTING,0.27169684
15,SITTING,0.23553011
15,SITTING,0.29897086
15,SITTING,0.25183969
15,SITTING,0.2708343
15,SITTING,0.29291507
15,SITTING,0.28798342
15,SITTING,0.2877557
15,SITTING,0.27611439
15,SITTING,0.27457753
15,SITTING,0.27703755
15,SITTING,0.27710898
15,SITTING,0.27895957
15,SITTING,0.27858922
15,SITTING,0.27549244
15,SITTING,0.2767965
15,SITTING,0.27917735
15,SITTING,0.27709958
15,LAYING,0.53816275
15,LAYING,0.28781754
15,LAYING,0.23497015
15,LAYING,0.26942807
15,LAYING,0.27533318
15,LAYING,0.2849014
15,LAYING,0.28229304
15,LAYING,0.27207089
15,LAYING,0.27297719
15,LAYING,0.28039186
15,LAYING,0.27669381
15,LAYING,0.26598628
15,LAYING,0.26438295
15,LAYING,0.26588375
15,LAYING,0.26614418
15,LAYING,0.27184211
15,LAYING,0.27370863
15,LAYING,0.35624917
15,LAYING,0.29181221
15,LAYING,0.2590081
15,LAYING,0.27789328
15,LAYING,0.27597182
15,LAYING,0.27582416
15,LAYING,0.28097264
15,LAYING,0.34381219
15,LAYING,0.38230964
15,LAYING,0.30365659
15,LAYING,0.26185921
15,LAYING,0.27675963
15,LAYING,0.27631181
15,LAYING,0.27564858
15,LAYING,0.2749964
15,LAYING,0.27587353
15,LAYING,0.27606775
15,LAYING,0.27710831
15,LAYING,0.26818145
15,LAYING,0.23980556
15,LAYING,0.2891973
15,WALKING,0.17497654
15,WALKING,0.29096851
15,WALKING,0.31248491
15,WALKING,0.21332687
15,WALKING,0.27505428
15,WALKING,0.41988141
15,WALKING,0.2695556
15,WALKING,0.20437363
15,WALKING,0.30129143
15,WALKING,0.22835133
15,WALKING,0.22463253
15,WALKING,0.28508139
15,WALKING,0.34126561
15,WALKING,0.20445415
15,WALKING,0.1848639
15,WALKING,0.3352222
15,WALKING,0.33437022
15,WALKING,0.22617709
15,WALKING,0.22654898
15,WALKING,0.29748828
15,WALKING,0.35692847
15,WALKING,0.25796257
15,WALKING,0.22138978
15,WALKING,0.35571356
15,WALKING,0.31129882
15,WALKING,0.21186668
15,WALKING_DOWNSTAIRS,0.14209996
15,WALKING_DOWNSTAIRS,0.47798362
15,WALKING_DOWNSTAIRS,0.43700282
15,WALKING_DOWNSTAIRS,0.16696572
15,WALKING_DOWNSTAIRS,0.28248409
15,WALKING_DOWNSTAIRS,0.20933813
15,WALKING_DOWNSTAIRS,0.29584765
15,WALKING_DOWNSTAIRS,0.19952567
15,WALKING_DOWNSTAIRS,0.38356988
15,WALKING_DOWNSTAIRS,0.45993542
15,WALKING_DOWNSTAIRS,0.12886
15,WALKING_DOWNSTAIRS,0.20352497
15,WALKING_DOWNSTAIRS,0.22346815
15,WALKING_DOWNSTAIRS,0.34539987
15,WALKING_DOWNSTAIRS,0.26397042
15,WALKING_DOWNSTAIRS,0.40231295
15,WALKING_DOWNSTAIRS,0.37038809
15,WALKING_DOWNSTAIRS,0.15219011
15,WALKING_DOWNSTAIRS,0.26030422
15,WALKING_DOWNSTAIRS,0.3795914
15,WALKING_DOWNSTAIRS,0.20473933
15,WALKING_UPSTAIRS,0.21449655
15,WALKING_UPSTAIRS,0.24083536
15,WALKING_UPSTAIRS,0.24848896
15,WALKING_UPSTAIRS,0.26668265
15,WALKING_UPSTAIRS,0.35754626
15,WALKING_UPSTAIRS,0.38400636
15,WALKING_UPSTAIRS,0.19973788
15,WALKING_UPSTAIRS,0.16088695
15,WALKING_UPSTAIRS,0.274601
15,WALKING_UPSTAIRS,0.26097738
15,WALKING_UPSTAIRS,0.23723758
15,WALKING_UPSTAIRS,0.19529214
15,WALKING_UPSTAIRS,0.16603143
15,WALKING_UPSTAIRS,0.41737248
15,WALKING_UPSTAIRS,0.39359213
15,WALKING_UPSTAIRS,0.19156832
15,WALKING_UPSTAIRS,0.17074896
15,WALKING_UPSTAIRS,0.18164436
15,WALKING_UPSTAIRS,0.36260129
15,WALKING_UPSTAIRS,0.27451192
15,WALKING_UPSTAIRS,0.17139425
15,WALKING_UPSTAIRS,0.21707201
15,WALKING_UPSTAIRS,0.40705138
15,WALKING_UPSTAIRS,0.4158003
16,STANDING,0.27745213
16,STANDING,0.27053085
16,STANDING,0.2730532
16,STANDING,0.27327809
16,STANDING,0.27884544
16,STANDING,0.27498535
16,STANDING,0.27443304
16,STANDING,0.27580333
16,STANDING,0.27790054
16,STANDING,0.27901117
16,STANDING,0.27657739
16,STANDING,0.27822259
16,STANDING,0.27895577
16,STANDING,0.27800726
16,STANDING,0.27752325
16,STANDING,0.27805426
16,STANDING,0.27889218
16,STANDING,0.28005167
16,STANDING,0.27878243
16,STANDING,0.27709422
16,STANDING,0.6315101
16,STANDING,0.278532
16,STANDING,0.26212848
16,STANDING,0.28533381
16,STANDING,0.27645975
16,STANDING,0.27730205
16,STANDING,0.27429162
16,STANDING,0.27415935
16,STANDING,0.27217016
16,STANDING,0.27210868
16,STANDING,0.28376931
16,STANDING,0.27875071
16,STANDING,0.26905233
16,STANDING,0.27708569
16,STANDING,0.28153392
16,STANDING,0.27979561
16,SITTING,0.55913494
16,SITTING,0.2107581
16,SITTING,0.28277302
16,SITTING,0.29559869
16,SITTING,0.32477958
16,SITTING,0.32701522
16,SITTING,0.2786206
16,SITTING,0.26881223
16,SITTING,0.27716757
16,SITTING,0.27574278
16,SITTING,0.27648995
16,SITTING,0.27919834
16,SITTING,0.27805446
16,SITTING,0.27802531
16,SITTING,0.27750347
16,SITTING,0.24296684
16,SITTING,0.28588842
16,SITTING,0.2838033
16,SITTING,0.2792724
16,SITTING,0.27981554
16,SITTING,0.27879472
16,SITTING,0.27915
16,SITTING,0.27738661
16,SITTING,0.27634348
16,SITTING,0.27909705
16,SITTING,0.2788613
16,SITTING,0.2789493
16,SITTING,0.27752833
16,SITTING,0.27526692
16,SITTING,0.27871823
16,SITTING,0.26001824
16,LAYING,0.36156264
16,LAYING,0.26005733
16,LAYING,0.27716163
16,LAYING,0.28677898
16,LAYING,0.27754198
16,LAYING,0.2710018
16,LAYING,0.27468264
16,LAYING,0.28058013
16,LAYING,0.27946531
16,LAYING,0.27714825
16,LAYING,0.28057714
16,LAYING,0.28343081
16,LAYING,0.27910777
16,LAYING,0.27783685
16,LAYING,0.27968086
16,LAYING,0.27668171
16,LAYING,0.2711866
16,LAYING,0.10566507
16,LAYING,0.32108479
16,LAYING,0.27105879
16,LAYING,0.27690161
16,LAYING,0.28044289
16,LAYING,0.28459401
16,LAYING,0.27985506
16,LAYING,0.27917441
16,LAYING,0.28439083
16,LAYING,0.29380158
16,LAYING,0.27531365
16,LAYING,0.27026629
16,LAYING,0.27804255
16,LAYING,0.2750151
16,LAYING,0.27761741
16,LAYING,0.28115895
16,LAYING,0.28160306
16,LAYING,0.27666451
16,WALKING,0.23590065
16,WALKING,0.22877456
16,WALKING,0.32336851
16,WALKING,0.31203094
16,WALKING,0.22639968
16,WALKING,0.27839248
16,WALKING,0.36424412
16,WALKING,0.23370928
16,WALKING,0.20485113
16,WALKING,0.3299109
16,WALKING,0.28209052
16,WALKING,0.23642503
16,WALKING,0.26249881
16,WALKING,0.28205603
16,WALKING,0.27828746
16,WALKING,0.24048014
16,WALKING,0.26084483
16,WALKING,0.33155603
16,WALKING,0.2070012
16,WALKING,0.21261503
16,WALKING,0.34133188
16,WALKING,0.32633623
16,WALKING,0.22890476
16,WALKING,0.27786818
16,WALKING,0.35660119
16,WALKING,0.26777634
16,WALKING_DOWNSTAIRS,0.4675788
16,WALKING_DOWNSTAIRS,0.34919901
16,WALKING_DOWNSTAIRS,0.18207935
16,WALKING_DOWNSTAIRS,0.16572588
16,WALKING_DOWNSTAIRS,0.20151457
16,WALKING_DOWNSTAIRS,0.3633738
16,WALKING_DOWNSTAIRS,0.40611977
16,WALKING_DOWNSTAIRS,0.28180621
16,WALKING_DOWNSTAIRS,0.44247029
16,WALKING_DOWNSTAIRS,0.40596843
16,WALKING_DOWNSTAIRS,0.15656444
16,WALKING_DOWNSTAIRS,0.15526365
16,WALKING_DOWNSTAIRS,0.32974021
16,WALKING_DOWNSTAIRS,0.36422917
16,WALKING_DOWNSTAIRS,0.18208523
16,WALKING_DOWNSTAIRS,0.29499493
16,WALKING_DOWNSTAIRS,0.46358931
16,WALKING_DOWNSTAIRS,0.36908223
16,WALKING_DOWNSTAIRS,0.14125904
16,WALKING_DOWNSTAIRS,0.15592739
16,WALKING_DOWNSTAIRS,0.28769205
16,WALKING_DOWNSTAIRS,0.39743281
16,WALKING_DOWNSTAIRS,0.20391731
16,WALKING_DOWNSTAIRS,0.29950521
16,WALKING_UPSTAIRS,0.078542448
16,WALKING_UPSTAIRS,0.21288122
16,WALKING_UPSTAIRS,0.29208396
16,WALKING_UPSTAIRS,0.26666563
16,WALKING_UPSTAIRS,0.26732558
16,WALKING_UPSTAIRS,0.2888401
16,WALKING_UPSTAIRS,0.2923939
16,WALKING_UPSTAIRS,0.28300245
16,WALKING_UPSTAIRS,0.31243057
16,WALKING_UPSTAIRS,0.077319451
16,WALKING_UPSTAIRS,0.33289257
16,WALKING_UPSTAIRS,0.28186953
16,WALKING_UPSTAIRS,0.21754613
16,WALKING_UPSTAIRS,0.28905259
16,WALKING_UPSTAIRS,0.32381946
16,WALKING_UPSTAIRS,0.31525192
16,WALKING_UPSTAIRS,0.26211586
16,WALKING_UPSTAIRS,0.24379271
16,WALKING_UPSTAIRS,0.12387091
16,WALKING_UPSTAIRS,0.24352745
16,WALKING_UPSTAIRS,0.28592723
16,WALKING_UPSTAIRS,0.25639508
16,WALKING_UPSTAIRS,0.26119716
16,WALKING_UPSTAIRS,0.28640819
16,WALKING_UPSTAIRS,0.31730637
16,WALKING_UPSTAIRS,0.29507553
16,WALKING_UPSTAIRS,0.24377312
16,STANDING,0.2841707
16,STANDING,0.27190273
16,STANDING,0.27885368
16,STANDING,0.28519078
16,STANDING,0.27721926
16,STANDING,0.2710741
16,STANDING,0.27737146
16,STANDING,0.27775683
16,STANDING,0.27707629
16,STANDING,0.27678625
16,STANDING,0.27710837
16,STANDING,0.28233298
16,STANDING,0.28016807
16,STANDING,0.27556107
16,STANDING,0.27690651
16,STANDING,0.28225331
16,STANDING,0.28113139
16,STANDING,0.27439486
16,STANDING,0.27140882
16,STANDING,0.27700281
16,STANDING,0.28009718
16,STANDING,0.27773628
16,STANDING,0.27874444
16,STANDING,0.27549335
16,STANDING,0.4063892
16,STANDING,0.28556253
16,STANDING,0.27583797
16,STANDING,0.28337791
16,STANDING,0.2680665
16,STANDING,0.27340383
16,STANDING,0.28487489
16,STANDING,0.28242599
16,STANDING,0.28370985
16,STANDING,0.27585315
16,STANDING,0.27738754
16,STANDING,0.27205699
16,STANDING,0.2725186
16,STANDING,0.27492413
16,STANDING,0.27586119
16,STANDING,0.28824091
16,STANDING,0.28110105
16,STANDING,0.27202595
16,SITTING,0.25117164
16,SITTING,0.27451178
16,SITTING,0.27269864
16,SITTING,0.27695584
16,SITTING,0.27647774
16,SITTING,0.28184873
16,SITTING,0.28144334
16,SITTING,0.27317459
16,SITTING,0.27660901
16,SITTING,0.28020416
16,SITTING,0.28068494
16,SITTING,0.2803428
16,SITTING,0.27816041
16,SITTING,0.27666929
16,SITTING,0.27730571
16,SITTING,0.27974204
16,SITTING,0.28142664
16,SITTING,0.27541742
16,SITTING,0.27667412
16,SITTING,0.27741453
16,SITTING,0.27275345
16,SITTING,0.27599668
16,SITTING,0.2267335
16,SITTING,0.2866837
16,SITTING,0.2781328
16,SITTING,0.27538919
16,SITTING,0.27621307
16,SITTING,0.27327735
16,SITTING,0.27692421
16,SITTING,0.28104762
16,SITTING,0.27669861
16,SITTING,0.27440303
16,SITTING,0.27933494
16,SITTING,0.27859135
16,SITTING,0.27627619
16,SITTING,0.2755594
16,SITTING,0.27466396
16,SITTING,0.28388428
16,LAYING,0.26553411
16,LAYING,0.21117632
16,LAYING,0.21678202
16,LAYING,0.23423544
16,LAYING,0.28252739
16,LAYING,0.2725225
16,LAYING,0.23968367
16,LAYING,0.29232758
16,LAYING,0.2707045
16,LAYING,0.25947524
16,LAYING,0.30672257
16,LAYING,0.26955442
16,LAYING,0.29303988
16,LAYING,0.27809365
16,LAYING,0.23536355
16,LAYING,0.29370266
16,LAYING,0.28170638
16,LAYING,0.29191753
16,LAYING,0.2847796
16,LAYING,0.30609286
16,LAYING,0.30832808
16,LAYING,0.22460194
16,LAYING,0.29290301
16,LAYING,0.31765866
16,LAYING,0.26885606
16,LAYING,0.28470019
16,LAYING,0.26839248
16,LAYING,0.2803122
16,LAYING,0.32335463
16,LAYING,0.26129094
16,LAYING,0.21116954
16,LAYING,0.26842959
16,LAYING,0.276461
16,LAYING,0.2474114
16,LAYING,0.2889568
16,WALKING,0.24935913
16,WALKING,0.23814427
16,WALKING,0.2908432
16,WALKING,0.28170417
16,WALKING,0.25177661
16,WALKING,0.31066827
16,WALKING,0.26191506
16,WALKING,0.28955288
16,WALKING,0.36710204
16,WALKING,0.23814735
16,WALKING,0.23307797
16,WALKING,0.31202003
16,WALKING,0.21512194
16,WALKING,0.31634897
16,WALKING,0.36498286
16,WALKING,0.22783383
16,WALKING,0.25743736
16,WALKING,0.335972
16,WALKING,0.20855568
16,WALKING,0.26618628
16,WALKING,0.34022175
16,WALKING,0.19788464
16,WALKING,0.29326107
16,WALKING,0.35773162
16,WALKING,0.2410969
16,WALKING_DOWNSTAIRS,0.33835299
16,WALKING_DOWNSTAIRS,0.26253047
16,WALKING_DOWNSTAIRS,0.21720576
16,WALKING_DOWNSTAIRS,0.3310372
16,WALKING_DOWNSTAIRS,0.19731513
16,WALKING_DOWNSTAIRS,0.354952
16,WALKING_DOWNSTAIRS,0.23085037
16,WALKING_DOWNSTAIRS,0.27116449
16,WALKING_DOWNSTAIRS,0.35301026
16,WALKING_DOWNSTAIRS,0.25840063
16,WALKING_DOWNSTAIRS,0.25221082
16,WALKING_DOWNSTAIRS,0.32048637
16,WALKING_DOWNSTAIRS,0.13001261
16,WALKING_DOWNSTAIRS,0.40172628
